label,text
1,"アマゾン に ついて は 不満 も ある のです が ， やめ られ ない の が 実情 ． 今回 は ， その 理由 が 増えて しまった ． プライム 会員 は ， 仕事 上 ， 急ぎ で 品物 が 必要な 時 に 個人 で お 金 を はらって と いう の が 不満だった のです が ， 家 に 帰って つまらない 番組 を 見 ず に ， この Fire  TV  Stick を ５０ インチ の 大 画面 TV の HDMI 端子 に 挿し ， 外国 映画 や TV を 土 日 は 楽しんで い ます ． いま 嵌って いる の は ， Dr.  House です ． あと は ， ちょっとした 空き 時間 は 孤独 の グルメ で 自分 が 行ける 範囲 の ところ を パラパラ 見て い ます ． お 勧め は ， BONES や CSI が ちょっと 怖い けど （ グロイシーン も ある が ） 推理 物 や 警察 物 が すき なら お すすめ です ． あと は ， 仕事 を し ながら だ と ビデオ は 邪魔に なり ます が ， 音楽 を 聴き ながら だ と 効率 が 良い 場合 も ， そんな とき も 良い 音楽 が たくさん 無料 で （ プライム 会員 なら ） 聞け ます ． とても よい です が ， アマゾン に 操ら れて いる 気 は し ます が ， やめ られ なく なって い ます ．
"
1,"発売 前 に 届き ました 。  設定 も 簡単で すぐ 見 れ ました 。 絵 も そこそこ です ！ 説明 書 が なかった ので hulu は どう やって 見る んだろう ？ と 一瞬 不安に なり ました が  画面 を いじって たら 出て き ました 。 アプリ を dl して から 見 ます 。
"
1,"これ は 本当に 買って よかった です 。  PC で しか 見る 事 が でき なかった プライム ビデオ が テレビ で 観 られる 事 に 感激 です 。  プライム ビデオ 以外 に も ゲーム や youtube など も 楽しめ 大 満足 の 日々 です 。
"
1,"TV 欲しい けど 、 そこ まで 観 ないし 。 最近 、 ノート PC で プライム ビデオ よく 観る けど  画面 小さい し なぁー と 考えて いた ところ 、 古い PC ディスプレイ が ある こと を 思い出  して 、 HDMI 端子 が ある こと を 確認 して から Fire  TV  Stick を 注文 し ました 。  27 インチ ディスプレイ が TV に 変身 。 ちょっと 感動 し ました よ  接続 も 簡単で 、 あっという間 に 利用 できる ように なり ました 。  操作 も リモコン で 簡単 。 立ち上げ も 楽々 な ので 、 ついつい 観て しまい ます 。  欠点 が ある と すれば 、 いちいち スリープ に する の が 面倒な ので 、 ホーム 辺り に その  ボタン が あれば 良かった かなー と 思い ます 。 まぁ 、 入れ っぱなし でも 良い んでしょう  けど ね ～  ※ さすが に PC ディスプレイ の 本体 スピーカー じゃ しょぼかった ので 、 外 付 で スピーカ  ー を 購入 し ました 。
"
1,"最初の 設定 は とても 簡単です 。 パスワード 入力 が 面倒です が 、 子供 が いる 家庭 で は アプリ 内 課金 に 制限 を かけて おいた ほう が 良い です 。 5 歳 の 子供 に ゲーム さ せて いたら 、 気 が つか ない うち に ゲーム 内 課金 を して い ました 。
"
1,"改造 せ ず と も 簡単に 色 ん な Android の アプリ や 野良 アプリ が 入れ られて 遊べ ます が 、 本当に 色々 遊ぶ なら 箱 形 の Fire  TV で する の が 1 番 だ と 思う ので 、 スティック 版 で dTV を 見る ため に 独自の 視点 で の レビュー を し たい と 思い ます 。  まず 、 設定 から 開発 者 向け の オプション から ADB デバッグ と  不明 ソース から の インストール を ON に 設定 し ます 。  そして ES ファイル エクスプローラ と 言う アプリ に Dropbox を 連携 さ せて そ こか らapkを Fire  TV  Stick に インストール 出来る ように し ました 。  最初に Fire  Starter と 言う アプリ  これ が 入れ られたら リモコン の ホーム ボタン で 画面 が 切り替わり 、 色 ん な アプリ が 使える ように なり ます （ 写真 ）  そして dTV の アプリ は Android 端末 持って れば apk 抽出 と 言う アプリ を 使い dTV の apk を Fire  TV  Stick に 入れる なり 、 無ければ  dTV  apk で 検索 すれば すぐ 出て くる ので それ を 入れ ましょう 。  いざ 起動 する と 「 お 使い の 機種 は Google 開発 者 サービス が インストール さ れて い ませ ん 。 インストール し ます か ? 」  と 出 ます が 、 OK を クリック すれば 次の 画面 に 問題 無く 行け ます 。  後 、 微妙な 点 は SD 画質 な の と マウス が 無い と 操作 出来 ない こと 。  マウス を 新たに 買い たく は 無かった ので 付属 の リモコン で 操作 出来る ように Mouse  Toggle  for  Fire  TV と 言う アプリ を 有料 です が 購入 し ました 。  これ で dTV は 見 れ ます 。  dTV 対応 して たら … っと 思って る 方 も 多い と 思う ので 付属 の リモコン で 見 れる 状況 を 書いて み ました が 他 に 良い 方法 が あれば 教えて 下さい 。  色 ん な アプリ を 入れて イジって み ました が 、 写真 の ように 使う アプリ は 最小 限 に して 、 やはり ストリーミング を 楽しむ の が 1 番 の 商品 だ と 思い ます 。  商品 の 評価 と して は 980 円 で 購入 出来た 組 な ので 星 5 です が 、 元 の 値段 であれば 星 4 です 。  ホーム 画面 で の 操作 時 引っかかり が よく 気 に なり ます 。  追記  地味に スクリーンセイバー の 風景 写真 が 癒さ れる 点 も 良い と 思って ました が 、 Amazon  Cloud  Drive に アップ ロード した 写真 に 切り替え れ ます 。  ご存知 の 方 も 多い と 思い ます が これ が 家族 の 思い出 の 写真 など に する と 丁度 良い フォト フレーム の 代わり に なる の が 予想外に 良かった ので 追記 し ます 。  正直 フォト フレーム を 持って いて も あまり 見 なく なる 物 です が 、 大 画面 で の スクリーンセイバー で ちょっとした 時間 に 写真 が 流れる の が 凄く 丁度 良い です 。
"
1,"思って いた より も 新し めの コンテンツ が 多くて 費用 額 以上 に 楽しめて い ます 。
"
1,"設定 も 簡単 。  使用 方法 も 簡単 。  見 れる 映画 や ドラマ は 豊富 ♪  これ が プライム の サービス と して 無料 で 見 れる のです から 、 使わ ない と もったいない と 思い ます 。
"
1,"音声 認識 リモコン は 、 あまり 期待 は して ませ ん でした が 、 いざ 使って みたら 期待 を 裏切る 性能 の 良 さ に 感動 です 。  自分 の 見 たい ドラマ 、 ＤＶＤ の タイトル を 言う だけ で 、 サクサク 検索 して くれ ます 。
"
1,"最初に 書き ます が テレビ に ノイズ が 出たり して いる 方 、 新品 不良です 。 交換 して もらい ましょう 。  レビュー を 拝見 する と 安い から 我慢 して 使って いる と いう コメント が 見受け られ ます が 私 も そう 思った 1 人 でした 。  私 の 場合 は 地上 波 など の テレビ 番組 を 見て いる と コンマ 何 秒 か ノイズ が 画面 に 現れ 「 ザサッ ！ 」 と 音 が する もの でした 。  他の 用件 で カスタマー センター に 連絡 した 際 に ついでに 相談 した ところ その 担当 の 応対 が ひどく 返品 を 決意 した と いう 皮肉な こと に なった わけです 。  結果 は その 担当 の 方 に 感謝 して い ます 。  新しく 届いた 商品 は 実に 素晴らしい もの でした 。  アプリケーション を インストール すれば Hulu も Netflix も 見る こと が 出来 ます し 唯一 iOS デバイス の 私 が 不満に 思った 画面 を テレビ に キャスト 出来 ない の も アプリケーション の インストール で 解決 し ました 。  これ で Chromecast は 用 無し に なった の は 言う まで も あり ませ ん 。  2 番 目 に 対応 いただいた カスタマー センター の 担当 の 方 が 親切に 対応 して いただいた ので 星 は 削ら ず ５ つ です 。  最後に 私 の モデル は 音声 リモコン で は あり ませ ん が 充分です 。  商品 内容 は とても 良い と 思い ます 。
"
1,"プライム 会員 向け キャンペーン で 3,980 円 にて 入手 。  アマゾン ビデオ は iPhone や Kindle  FIRE で 利用 して い ました が  リビング の TV でも 同じ 物 が 見 放題 な ので 、 超 ベンリ ！  なんと言っても テレビ の HDMI 入力 に つなぐ だけ と いう お 手軽 さ ！  し かも はじめ から 、 会員 情報 が 登録 さ れて いる ため  拾った 無線 LAN 電波 で 、 我が家 の もの を 選択 し 、 無線 LAN 親 機 に 書いて ある PIN 番号 を 撃ち こむ だけ で  あっという間 に 無料 映画 見 放題 です ！  今年 の 正月 休み は 、 映画 見 まくって い ました ！  また ニコニコ 動画 や ようつべ の アプリ も DL できる ので 、  映画 に 飽きた 子供 たち は 、 そちら も 見て い ました よ ～～  プライム 会員 なら 迷わ ず 買う べきで すね ～
"
1,"送料 の 節約 の ため だけ に プライム 会員 に なって ました が 、 プライム ビデオ も 無料 な ので 、 これ で いつも 好きな とき に 映画 が 観 られる かも と 思い 導入 した ところ 、 テレビ で フル サイズ で 観 れる し 、 画像 も いい し 、 正解 でした 。 レンタル ビデオ を 観て る の と 変わら ない です し 、 いい です ね 。  今 まで 暇潰し に スカパー を 利用 して ました が 、 これ なら 十分に 替わり に なり そうで 、 スカパー 解約 して も いい か な と 思い ます 。  プライム 会員 の 人 で 古い 映画 など 好き 人 に は 是非 お 勧め です 。
"
1,"Amazon プライム ビデオ を テレビ の 大 画面 で 見る こと が でき 、 家族 で 愛用 して おり ます 。  また アプリ で ユーチューブ や ニコニコ 動画 、 GYAO も 大 画面 で 見る こと が でき 重宝 して おり ます 。  スマホ の 画面 も 転送 して 写す こと も でき ます ので 色々 利用 価値 大 か と 。  ただ 、 映像 再生 に 特化 して いる ので ゲーム と か パワー を つかう の に は 不適 です 。  家庭 内 ネットワーク の 動画 配信 に も 対応 できれば 完璧です ね 。
"
1,"初回 キャンペーン が 1,980 円 と インパクト の ある 金額 です が 、 通常 価格 の 4,980 円 でも 十分に コスト パフォーマンス に 優れる 商品 だ と 思い ます 。  現在 プライム 会員 なら そこそこ の 数 の コンテンツ も そろって い ます ので 買って 損 は ない 商品 です 。  セットアップ は とても 簡単 。 ただし 、 USB 接続 の コネクター を きちんと 置く まで 挿入 して おか ない と 、 セッティング 時 に 「 電源 が あり ま せん 」 的な エラー を 出して 少し 戸惑い ます ので 、 気 を つけ たい ところ です 。 WiFi へ の 接続 も 一般 的な 機器 へ の 接続 と 同じです ので 迷う こと も 少ない か と 思い ます 。  操作 性 に ついて は プライム ビデオ など の アマゾン が 直接 提供 して いる サービス に ついて は 、 レスポンス に 問題 は あり ませ ん が 、 他 社 サービス の 場合 は アプリケーション と して 提供 さ れて いる ので 、 その アプリ の 出来 しだい だ と は 思い ます が 、 少し モッサリ 感 が ある か と 思い ます 。 Hulu など の 主要な サービス も 対応 して い ます ので 、 他 社 サービス の 会員 も これ 1 台 で 完結 でき ます 。  音声 入力 リモコン は あえて 買う 必要 は あり ませ ん 。 スマホ を 持って いる なら 、 スマホ 用 に 専用 アプリ が 用意 さ れて い ます ので それ で 音声 入力 が 可能 と なり ます 。 音声 入力 は 認識 能力 も 高く 、 作品 名 、 監督 、 俳優 など で 検索 候補 が 出て き ます 。 ただ 一番 便利な の は PC で 探して お 気に入り 保存 して おく と 、 TV でも お 気に入り の 内容 が 同期 し ます から 、 それ から 選ぶ と いった 方法 が 手っ取り早い か と 思い ます 。  単体 で 大 画面 で お 手軽に ビデオ コンテンツ を 楽しみ たい と お 考え の 方 に は Fire  TV  Stick が 一番 便利だ と 思い ます 。 会員 が 増えれば コンテンツ も さらに 充実 する でしょう から 、 プライム ビデオ を 目的 に プライム 会員 に なる の も 十分に 検討 する 価値 が あり ます 。 それにしても セット トップ ボックス が ここ まで 進化 する と は 思い ませ ん でした 。
"
1,"Amazon から 購入 する と 、 使用 者 情報 の 登録 を 済ませた 状態 で 送ら れて き ます 。  ですから 、 設置 は スティック を テレビ に 差し 込み 、 WIFI の パスワード を 入力 する だけ 。 とても 手軽で すぐ に 番組 の 視聴 が でき ます 。 プライム 会員 向け の 無料 番組 は 最新 〜 昔 の 様々な ジャンル の 番組 が 利用 できる ので 、 お 得です 。 買って 損 は ない と 思い ます 。  画像 に ついて は 粗い など 色々 意見 が ある と 思い ます 。 家 は 80 インチ の 液晶 テレビ です が 、 ほとんど 気 に なり ませ ん 。 洋画 や 洋 物 の TV ドラマ は 、 日本 語 吹き 替え 版 が 多い です が 、 英語 （ 日本 語 字幕 ） も そこそこ 充実 して い ます 。 残念な の は ナショジオ の ドキュメンタリー です 。 ほとんど が 日本 語 吹き 替え に なって おり 、 英語 （ 日本 語 字幕 ） で 視聴 できる 番組 が 少ない です 。 Amazon さん に は 、 英語 版 （ 日本 語 字幕 ） の 充実 化 を 図って もらい たい です 。
"
1,"届いて １０ 分 掛から ず 設定 完了 サクサク 再生 でき 大 満足 です 。  50 代 の 親父 でも 簡単 設定 で す  使って ない スマホ に 音声 入力 アプリ を 入れて 使って い ます 買って 正解 な 製品 です 。
"
1,"プライム 会員 に つき 、 プライム ビデオ の 無料 視聴 は 大きな 特典 である 。 先 に スマホ で 、 視聴 して いた が 、 やはり 、 TV でも 見 たく なり 、 購入 。 リモコン の 使い 方 も シンプルで 使い やすい 。 グッド です 。
"
1,"Prime 会員 だ から  映画 お 得 か な と 購入 して み ました 。  いろいろ 懐かしい ドラマ や  珍しい 映画 が 見 れて 面白い です 。  嫁 が  夕方 一息 ついて 昔 の ドラマ を 見る の に はまって い ます
"
1,"プライム 会員 なら 2000 円 で 買えた そうです が 、 5000 円 でも 全然 高く ない です 。  自分 が 一番 この 商品 に 惹か れた の が youtube も ニコ 動 も twitch も 観 れる ところ です 。  カクカク も せ ず 、 すごく 綺麗に 観 れて 満足 して い ます 。
"
1,"映画 、 音楽 、 ゲーム など 多く の エンターテイメント を 大 画面 で 楽しめる 優れた スティック 端末 です 。  処理 能力 が 高く 、 画面 の 切替 や 、 コマ 送り など も 快適に 操作 でき ます 。  付属 の リモコン は 必要な ボタン が しっかり 搭載 さ れて い ます 。  Bluetooth 接続 な ので 本体 に 向けて 操作 する 必要 が あり ませ ん 。 範囲 内 であれば どこ に 向けて も 操作 可能です 。  ボタン 配置 も 癖 が なく 、 直感 的な 操作 が 可能です 。  音声 認識 リモコン も 検討 し ました が 、 スマートフォン で 利用 できる ""Fire  TV アプリ "" を 利用 する こと で 、 音声 認識 機能 を 利用 する こと が でき ます 。  文字 入力 も 快適で 、 アプリ 内 の トラック パッド 上 を 指 で 操作 する と カーソル を 動かせる 便利な アプリ です 。  さらに 、 音声 認識 機能 に は 制限 が あり 、 利用 できる アプリ と そう で ない もの が ある ため 、 操作 性 の 良い 通常 の リモコン で 十分だ と 思い ます 。  プライム 会員 であれば 、 多く の 映画 や ドラマ を 無料 で 観る こと が でき ます 。  タイトル も 随時 追加 さ れて おり 、 とても 楽しめる サービス です 。  再生 さ れる 画質 は HD 画質 （ 720p ・ 1080p ） で 遅延 や 音 ズレ 、 バッファ 待機 も なく スムーズな 視聴 が 可能です 。  バッファ に 関して は ネット 環境 に 依存 する こと な ので 一概に 言え ませ ん が 、 自宅 の 固定 回線 （ 光 ） の 場合 、 途中 で 止まる こと は あり ませ ん でした 。  早送り 、 早 戻し 機能 が 素晴らしく 、 10 秒 スキップ や 倍速 送り が 選べ ます 。  倍速 送り の 場合 、 サムネイル にて 確認 し ながら 操作 できる ので 、 観 たい 場面 を ピンポイント で 選択 できる 素晴らしい 仕様 です 。  本 製品 の 場合 、 ダウンロード に は 対応 して おら ず 、 ストリーミング の 再生 のみ と なり ます 。  しかし 、 デュアルコア の CPU と 専用 GPU に 加え 、 学習 機能 （ ASAP 機能 ） に よる 再生 準備 に よって ストレス の ない 高 画質 映像 が 楽 しま ます 。  8GB の ストレージ 容量 が ある ので 、 多く の アプリ を インストール する こと が でき ます 。  プライム ビデオ だけ で なく 、 You  Tube 、 Hulu 、 Netflix 、 GYAO! 、 U-NEXT など 多く の 動画 サーピス に も 対応 して い ます 。  快適な 操作 性 で 十分に 楽しめる 高 コスパ 端末 です 。
"
1,"我が家 は 速い とき でも 4Mbps 、 ひどい 時 は 1Mbps 切る ような ADSL 環境 で ( 早く 光 引け >NTT^^) 、 まぁ ダメモト でも いい や と 思い 購入 。 スゴイ です 、 映画 丸々 一 本 、 一 度 も 息継ぎ ( 受信 待ち ) する こと なく 観る こと が で は ました 。 もしかしたら 光 回線 に 比べたら 画像 は 荒い の 「 かも 」 しれ ませ ん が 、 見比べた こと ないし 、 そもそも 全く 気 に なら ない くらい の 品質 でした 。 どんな 技術 使って いる んだろう ?  Amazon スゴイ !
"
1,"FireTV のみ で は なく 、 Hulu や GYAO など も アカウント が 有れば ＴＶ の  大 画面 で 視聴 できる と いう ところ が 非常に 気に入り ました 。
"
1,"１ 人 暮らし で テレビ ゲーム も 持って ませ ん し 、 HDD レコーダー も 所持 して い なかった ので 、  見 たい 番組 が ない とき に 、 アマゾン プライム を テレビ で 見 られる と いう の は とても 便利です 。  それ で なくて も 、 他の 動画 共有 サービス を テレビ で 見 られる ので 、 パソコン で 見る より も 楽です 。  動画 共有 サイト の ヘビー ユーザー で 、 テレビ が 自由に 使える 環境 に ある の なら 非常に オススメ です 。
"
1,"『 Amazon  Fire  TV 』 が すっかり 気に入った ので 、 持ち 運び できる タイプ の 『 Amazon  Fire  Stick  TV 』 も 手 に 入れて みた 。 せっかく な ので 比較 し ながら 書いて み たい 。  まず 、 『 Amazon  Fire  Stick  TV 』 の 方 は 、 フツー の リモコン に して みた 。 そして 、 セッティング して みた のだ が 、 既に 予習 済み な ので 、 スイスイ 進む 。 一 つ だけ 違った の は 、 『 Amazon  Fire  TV 』 は 、 はじめ から 買った 本人 の ID で 登録 さ れて いた が 、 こちら は そう は なって おら ず 、 自分 の ID から 入力 した 。  リモコン も やはり 『 声 』 で 検索 できる タイプ の リモコン の ほう が 便利だ 。 リモコン を 『 押して 選択 する 』 と いう 時代 は 終わって いる の かも しれ ない と 思った 。  何しろ こちら は 設定 して しまい 、 同一 LAN 上 であれば 、 どこ でも Amazon  TV が 楽しめる の が 良い 。 4K こそ 対応 して い ない が 、 十分に 綺麗だ 。  と いう こと で 最後 は プロジェクタ に 設置 して みた 。 すこぶる 良い 。 しかも 我が家 は 2 ヶ 所 に 現在 100 インチ が セット して ある ので 、 『 Amazon  Fire  Stick  TV 』 の 方 が 便利だ 。  と 言う こと で 、 すでに 『 Amazon  Fire  TV 』 を お 持ち の 方 も 、 『 Amazon  Fire  Stick  TV 』 が ある と より 便利で 愉しい と 思う 。 価格 も 安く 、 オススメ です 。
"
1,"この 装置 Fire  TV  Stick  に よって 、 映像 の 保存 に ついて 、 新しい 可能 性 が 見えて き ました 。  今 まで は 、 ディスク 保存 中心 でした し かし 、 プライム 仕様 の 映像 が 利用 可能ならば 、 系統 的に 鑑賞 できる ように なり そうだ から です 。
"
1,"今 まで の ように レンタル ビデオ ショップ に 寄る こと も なく 、 簡単に 好きな 映画 や 音楽 が 見聞き できる の は 大変 便利 。 ＹｏｕＴｕｂｅ が 大きな 画面 で 見 れる の は 年配 者 に とって 嬉しい こと です 。
"
1,"18 マジェスタ に 車載 デッキ を つけよう か  悩んで いた 所 で  取り付け しよう と 思い 購入 ！  問題 無く 取り付け 出来て めちゃくちゃ  便利です ！
"
1,"直感 的に 使える 、 起動 が 早い ！ シンプルイズベスト ！ ！  もう 少し 動画 が 増えて くれる と 嬉しい な ～  hulu と 被って いる ので 、 そこ が 残念 ・ ・ ・
"
1,"プライム 会員 に なって から 荷物 が 早く 届く 以外 に メリット が なく 解約 しょう か 悩んで ました 。 Fire  TV  Stick  の おかげ で 確実に 元 は に 取れ そうです 。 映画 ・ TV 共に 最新 作品 は 有料 です が 、 偶に 見 たい 旧作 が 無料 で 見 れる ので 非常に 助かり ます 。 ADSL の 無線 接続 です が 、 画質 は 許容 範囲 です し 、 ブロックノイズ や バッファ 待ち が 全く ない の に は 驚き ました 。 リモコン の 反応 も 良く 、 安い DVD プレイヤー の ような 不満 は あり ませ ん 。 地デジ の ビット レート 16MB に は 遠く 及び ませ ん が 、 VHS3 倍速 を 見て いる と 思えば 納得 できる 画質 で は あり ます 。 おそらく 、 DVD より は 落ちる ビット レート 3MB くらい の 画質 でしょう か 。 RedBullTV で 本 年度 の WRC 全 戦 が 見 れた ので 、 今年 は BD は 買わ ず に 済み そうです 。
"
